序号,题目,答案,正确答案
649,下列不属于经济全球化发展趋势的选项是（ ）,A、市场经济成为全球经济体制 B、区域经济集团日益发展 C、跨国公司的主导作用增强 D、各国贸易保护主义政策越来越多 ,正确答案： D
650,解决资本主义基本矛盾的唯一途径是 （ ）,A、用垄断代替自由竞争 B、用国家垄断资本主义代替私人垄断资本主义 C、用国际垄断代替国家垄断资本主义 D、用社会主义制度代替资本主义制度 ,正确答案： D
651,资本社会化的最高形式，并将成为社会主义的前奏是（ ）,A、垄断资本主义 B、国家垄断资本主义 C、生产社会化 D、经营管理社会化 ,正确答案： B
652,资本主义发展的历史趋势是（ ）,A、计划经济取代市场经济 B、市场经济取代计划经济 C、计划经济取代商品经济 D、社会主义公有制取代资本主义私有制 ,正确答案： D
653,资本主义必然被社会主义代替，根源于（ ）,A、资本主义内在矛盾 B、阶级斗争 C、社会主义制度优越性 D、资本主义国家腐败 ,正确答案： A
654,彻底推翻资本主义社会的阶级，必然是（ ）,A、工人阶级 B、社会公众 C、中产阶级 D、一切进步力量 ,正确答案： A
655,科学社会主义在马克思主义科学体系中处于（ ）地位,A、核心 B、基础 C、主要 D、科学方法 ,正确答案： A
656,十九世纪上半叶，空想社会主义发展到高级阶段，代表人物有法国的圣西门、傅立叶和英国的（ ）,A、托马斯·莫尔 B、康帕内拉 C、马布里 D、欧文 ,正确答案： D
657,马克思主义的理论基石是（ ）,A、空想社会主义学说 B、德国古典哲学 C、唯物史观和剩余价值学说 D、英国古典政治经济学 ,正确答案： C
658,1871年爆发的（ ），是无产阶级夺取政权的第一次尝试,A、二月革命 B、宪章运动 C、巴黎公社革命 D、里昂工人起义 ,正确答案： C
659,资本主义的发展在各个国家是极不平衡的。而且在商品生产下也只能是这样。由此得出一个必然的结论是（ ）,A、社会主义很难实现 B、社会主义必须在所有国家内同时获得胜利 C、社会主义不能在所有国家内同时获得胜利 D、经济和政治发展的不平衡是资本主义的绝对规律 ,正确答案： C
660,无产阶级专政的内涵是（ ）,A、对人民实行民主 B、对敌人实行专政 C、在党内实行民主 D、对人民实行民主和对敌人实行专政 ,正确答案： D
661,在列宁看来，对待马克思主义，在坚持中发展，( )，是唯一正确的态度,A、在学习中接受 B、在发展中坚持 C、在接受中完善 D、在学习中创造 ,正确答案： B
662,“代替那存在着阶级和阶级对立的资产阶级旧社会的，将是这样一个联合体，在那里，每个人的自由发展是一切人的自由发展的条件”。这是（ ),A、《 共产党宣言 》 中的一段话 B、《 共产主义原理 》 中的一段话 C、《 哥达纲领批判 》 中的一段话 D、《 资本论 》 中的一段话 ,正确答案： A
663,马克思主义认为，消灭“三大差别”的关键在于（ ),A、消灭工业与农业的差别 B、消灭城市和乡村的差别 C、消灭脑力劳动和体力劳动的差别 D、消灭利益差别 ,正确答案： D
664,马克思主义经典作家揭示了未来社会发展的（ ）,A、具体细节 B、一般特征 C、具体阶段 D、特殊规律 ,正确答案： B
665,实现共产主义的必要条件是（ ）,A、社会生产力高度发展，产品极大丰富 B、剥削阶级的彻底消灭 C、人们精神境界的极大提高 D、经济的计划调节管理 ,正确答案： A
666,我国现在尚处于并将长期处于社会主义初级阶段。社会主义初级阶段与共产主义的关系是（ ）,A、社会主义初级阶段是共产主义的初级阶段的初级阶段 B、社会主义初级阶段不属于共产主义 C、在将来条件具备时，我国的社会主义初级阶段将进入更高的发展阶段，只有在那以后，才能考虑建设共产主义 D、社会主义初级阶段是中国特色的社会主义，它将一直沿续到将来的共产主义社会 ,正确答案： A
667,马克思主义指出，在共产主义社会，劳动是（ ）,A、人们谋生的手段 B、人们生活的第一需要 C、休闲的手段 D、完全由个人自由选择的活动 ,正确答案： B
668,党的最高理想和最终目标是（ ）,A、消灭等级制度，实现人人平等 B、推翻资本主义，实现共产主义 C、消灭贫富悬殊，实行平均主义 D、取消按资分配，实行按劳分配 ,正确答案： B
669,下列选项中不属于马克思主义所说的“三大差别”的是（ ）,A、工业与农业的差别 B、城市和乡村的差别 C、脑力劳动和体力劳动的差别 D、政治与经济的差别 ,正确答案： D
670,共产主义实行“按需分配”原则，其物质基础是（ ）,A、人们道德境界 B、消灭私有制 C、生产资料公有制 D、社会生产力高度发展 ,正确答案： D
671,马克思主义经典作家，认为未来共产主义社会，不会具有如下（ ）特征,A、生产力高度发展 B、阶级和阶级斗争，仍将存在 C、每个人自由而全面发展 D、劳动不再是单纯的谋生手段 ,正确答案： B
672,马克思主义认为，人的自由而全面的发展，不包括（ ）,A、是社会发展的根本目标 B、是社会进步的重要内容 C、既是社会发展的结果，又是社会发展的原因 D、仅指个人境界和个人修养 ,正确答案： D
673,共产主义社会制度具有巨大优越性的根本保证是（ ）,A、社会制度的和谐完善 B、创造出前所未有的高水平的劳动生产率 C、人的精神境界极大提高 D、科学技术的不断进步 ,正确答案： B
674,社会主义和共产主义都存在的经济关系是（ ）,A、实行生产资料的社会公有制 B、实行按劳分配原则 C、实行按需分配原则 D、实行商品经济、市场经济体制 ,正确答案： A
675,到了共产主义社会（ ）,A、全体社会成员根本利益是一致的 B、全体社会成员根本利益不是一致的 C、大部分社会成员根本利益是一致的 D、少部分社会成员根本利益是一致的 ,正确答案： A
676,到了共产主义社会（ ）,A、阶级斗争没有消失 B、阶级斗争还是在一定范围内存在 C、阶级斗争在大部分范围内存在 D、阶级斗争也随之消失 ,正确答案： D
677,共产主义社会中人的自由而全面的发展指的是（ ）,A、少部分社会成员的发展 B、部分社会成员的发展 C、大部分社会成员的发展 D、全体社会成员的发展 ,正确答案： D
678,在共产主义社会，劳动（ ）,A、是单纯的谋生手段 B、不过是一种娱乐，一种消遣 C、会成为吸引人的劳动，成为个人的自我实现 D、还具有一定的强迫性 ,正确答案： C
679,共产主义一定能够实现，这是由（ ）,A、人们美好的愿望所决定的 B、经典作家的缜密设计所决定的 C、人类社会的发展规律所决定的 D、少数天才人物所决定的 ,正确答案： C
680,实现共产主义，必须找到现实的阶级力量，这就是（ ）,A、现代农民阶级 B、现代中产阶级 C、现代工人阶级 D、现代资产阶级 ,正确答案： C
681,“实现共产主义是我们共产党人的最高理想，而这个最高理想是需要一代又一代人接力奋斗的。”这句话出自（ ）,A、毛泽东 B、邓小平 C、胡锦涛 D、习近平 ,正确答案： D
682,马克思主义追求的根本价值目标是（）,A、实现人自由而全面的发展 B、过上小康生活 C、人民生活富足 D、人民知识丰富 ,正确答案： A
683,在共产主义社会，（）成为“生活的第一需要”,A、娱乐 B、学习 C、劳动 D、吃饭 ,正确答案： C
684,人类最伟大的事业是（）,A、实现社会主义 B、实现资本主义 C、实现共产主义 D、衣食无忧 ,正确答案： C
685,马克思主义理论上从广义上说是（ ）,A、不仅指马克思恩格斯创立的基本理论、基本观点和学说的体系，也包括继承者对它的发展 B、无产阶级争取自身解放和人类解放的学说体系 C、关于无产阶级斗争的性质、目的、和解放的学说 D、马克思和恩格斯创立的基本理论、基本观点和基本方法构成的科学体系 ,正确答案： A
686,物质的本质特性是（ ）,A、客观实在性 B、实物性 C、结构性 D、可分性 ,正确答案： A
687,下列不属于19世纪三大工人运动的是（ ）,A、法国里昂工人起义 B、英国宪章运动 C、芝加哥工人起义 D、德国西里西亚纺织工人起义 ,正确答案： C
688,对于同一事物，不同的人有不同的反映，这说明（ ）,A、意识是主体的自由创造 B、意识不受客体影响 C、意识受主体状况的影响 D、意识的内容是客观的 ,正确答案： C
689,科学证明，人脑是（）,A、思维的源泉 B、思维的产物 C、思维的器官 D、思维的对象 ,正确答案： C
690,“沉舟侧畔千帆过，病树前头万木春”“芳林新叶催陈叶，流水前波让后波”，这两句诗句包含的哲学道理是（ ）,A、矛盾是事物发展的动力 B、事物的本质和现象的统一 C、事物的发展是量变和质变的统一 D、新事物代替旧事物是事物发展的总趋势 ,正确答案： D
691,区别量变和质变的根本标志是（ ）,A、事物变化和持续时间的长短 B、事物的变化是否超出度的范围 C、事物的质变是否引起量变 D、事物的变化是否顺利和显著 ,正确答案： B
692,辩证法的否定即“扬弃”，它的含义是指（ ）,A、抛弃 B、事物中好的方面和坏的方面 C、纯粹的否定 D、既克服又保留 ,正确答案： D
693,“从物到感觉和思想“与”从思想到感觉和物“的对立，属于（）,A、辩证法和形而上学的对立 B、唯物主义反映论和唯心主义先验论的对立 C、主观唯心主义和客观唯心主义的对立 D、能动的反映论和被动的反映论的对立 ,正确答案： B
694,马克思主义认为，从实践的活动机制来看，实践是（ ）,A、主体与客体通过中介相互作用的过程 B、道德行为和政治活动 C、科学实验 D、生活、行为、现实、实事等感性活动 ,正确答案： A
695,真理和谬误的界限在于（ ）,A、是否符合人的利益和愿望 B、是否符合马克思主义 C、是否反映了客观事物的本质和规律 D、是否为大多数人所接受 ,正确答案： C
696,人类社会历史发展的决定力量（ ）,A、生产方式 B、地理条件 C、社会意识 D、人口因素 ,正确答案： A
697,一个完整的认识过程是（ ）,A、感性认识-理性认识-感性认识 B、感性认识-理性认识-实践 C、感觉-知觉-表象 D、概念-判断-推理 ,正确答案： B
698,在社会发展中起决定性作用的是（ ）,A、人口因素 B、地理环境 C、文化传统 D、生产方式 ,正确答案： D
699,坚持群众观点就是坚信（）,A、群众运动天然合理 B、群众有高度的思想觉悟 C、人民群众可以自己解放自己 D、群众通晓社会发展的规律 ,正确答案： C
700,一定社会形态的经济基础是（ ）,A、生产力 B、该社会的各种生产关系 C、政治制度和法律制度 D、与一定生产力发展阶段相适应的生产关系总和 ,正确答案： D
701,阶级斗争对阶级社会发展的推动作用表现在（）,A、生产力的发展 B、生产关系的变革 C、社会形态的更替 D、科技的进步 ,正确答案： C
702,上层建筑的根本性质决定于（ ）,A、经济基础 B、政治制度 C、国家政权 D、意识形态 ,正确答案： A
703,商品的本质因素是（）,A、使用价值 B、价值 C、交换价值 D、价格 ,正确答案： B
704,具体劳动和抽象劳动是（ ）,A、生产商品同一劳动的两个方面 B、生产商品的时间上交错，空间上并存的两次劳动 C、生产商品的两种劳动过程 D、生产商品的体力劳动和脑力劳动 ,正确答案： A
705,商品经济的基础构成内容是（）,A、市场调节和市场机构 B、商品生产和商品交换 C、商品流通和货币流通 D、价值生产和价值实现 ,正确答案： B
706,价值规律是商品经济的基本规律，它的作用是通过（ ）,A、生产者之间的竞争实现的 B、消费者之间的竞争实现的 C、生产者和消费者之间的竞争实现的 D、价格机制、供求机制和竞争机制实现的 ,正确答案： D
707,正确认识价值创造和财富生产的关系，关键是运用（ ）,A、劳动二重性 B、资本有机构成学说 C、剩余价值学说 D、平均利润学说 ,正确答案： A
708,货币之所以能执行价值尺度的职能，是因为（）,A、它能衡量其他商品价值的大小 B、它是社会劳动的产物，本身具有价值 C、它具有计量单位 D、它可以是观念上的货币 ,正确答案： B
709,最鲜明体现资本主义国家实质的国家职能是（）,A、国有垄断资本 B、资产阶级国家 C、私人垄断资本 D、资本输出 ,正确答案： A
710,国家垄断资本主义发展的基础是（ ）,A、国有垄断资本 B、资产阶级国家 C、私人垄断资本 D、资本输出 ,正确答案： C
711,各尽所能，按需分配是（）,A、原始社会的分配方式 B、阶级社会的分配方式 C、社会主义社会的分配方式 D、共产主义社会的分配方式 ,正确答案： D
712,社会主义国有企业生产营业的中心任务是（ ）,A、尽量多纳税金 B、大力提高工资 C、提高经济效益 D、争取银行贷款 ,正确答案： C
713,社会主义商品流通在社会再生产过程中的地位是（ ）,A、地区和地区之间的中间环节 B、企业和企业的中间环节 C、生产和消费之间的中间环节 D、部门和部门之间的消费环节 ,正确答案： C
714,思维和存在的关系问题是（ ）,A、唯心主义哲学的基本问题 B、唯物主义哲学的基本问题 C、全部哲学的基本问题 D、一部分哲学的基本问题 ,正确答案： C
715,马克思主义生产的阶级基础和实践基础是（ ）,A、资本主义的剥削和压迫 B、无产阶级作为一支政治力量登上政治舞台 C、工人罢工和起义 D、工人运动得到了“农民的合唱“ ,正确答案： B
716,世界的统一性在于其（ ）,A、物质性 B、可知性 C、无限性 D、唯一性 ,正确答案： A
717,唯物辩证法的否定之否定规律揭示了事物发展的（）,A、方向和道路 B、形式和状态 C、结构和功能 D、源泉和动力 ,正确答案： A
718,唯物辩证法的实质与核心是（）,A、对立与统一规律 B、普通联系规律 C、永恒发展规律 D、否定之否定规律 ,正确答案： A
719,一切唯物主义知识论都是（）,A、反映论 B、能动反映论 C、科学反映论 D、机械反映论 ,正确答案： A
720,实践的最基本形式是（）,A、人类能动地改造客观世界的物质活动 B、人类改造自然的生产活动 C、人们处理相互关系的社会活动 D、人类探索宇宙的科研活动 ,正确答案： A
721,严格意义上的社会革命是指（）,A、科学革命和技术革命 B、文化革命和思想革命 C、革命阶级向反动统治阶级夺取国家政权的斗争 D、统治阶级内部进步势力反对保守势力的斗争 ,正确答案： C
722,“社会形态的发展是一种自然历史过程“这句话意在说明（）,A、社会发展规律与自然界的发展规律是相同的 B、社会发展是一种受盲目力量支配的自发过程 C、社会发展具有不依人的意志为转移的客观规律性 D、人的思想动机对社会发展的进程不起作用 ,正确答案： C
723,人类社会的基本矛盾有两对，一对是生产力和生产关系之间的矛盾，另一对是（）,A、开拓进取与保守落后的矛盾 B、个人与集体之间的矛盾 C、经济与政治之间的矛盾 D、经济基础和上层建筑之间的矛盾 ,正确答案： D
724,把社会分为原始社会、奴隶社会、封建社会、资本主义社会和共产主义社会的根据是（）,A、生产力的发展水平 B、生产关系的性质 C、生产规模的大小 D、统治阶级的本质 ,正确答案： B
725,社会意识是（）,A、对社会存在的反映 B、生产关系的性质 C、统治阶级意志的表现 D、人民群众愿望的表现 ,正确答案： A
726,人民群众是历史的创造者，其根本原因是人民群众（）,A、占人口大多数 B、是社会生产力的体现者 C、具有先进的思想 D、掌握历史发展规律 ,正确答案： B
727,真理和谬误的根本区别在于（）,A、真理是绝对的，谬误是相对的 B、真理是有用的，谬误是有害的 C、真理是客观的谬误是主观的 D、真理是对事物的正确反映，谬误是对事物的歪曲反映 ,正确答案： D
728,商品经济通过商品货币关系实行等价交换的经济形式，它的基本规律是（）,A、价值规律 B、剩余价值规律 C、竞争规律 D、货币流通规律 ,正确答案： A
729,劳动力商品不同于一般商品在于（ ）,A、没有其他商品是，它已成为商品 B、它的价值不由在生产它的社会必要劳动时间 C、它的价值会转移到商品中去 D、它的使用价值是创造价值的能力，是创造出自身价值更大的价值 ,正确答案： D
730,在价值的形成过程中，劳动二重性的作用，可归纳为（ ）,A、具体劳动转移生产资料的价值，抽象劳动创造新价值 B、抽象劳动转移生产资料的价值，具体劳动创造新价值 C、具体劳动转移生产资料和劳动力的价值，抽象劳动创造新价值 D、抽象劳动转移生产资料和劳动力的价值，具体劳动创造新价值 ,正确答案： C
731,资本是一种运动，资本循环是从（ ）,A、资本运动的形式和条件方面研究资本的运动 B、资本运动的速度方面研究资本的运动 C、资本运动的实现条件方面研究资本的运动 D、资本运动的矛盾性方面研究资本的运动 ,正确答案： A
732,在商品交换中起媒介作用的货币职能是（ ）,A、流通手段 B、贮藏手段 C、支付手段 D、世界货币 ,正确答案： A
733,国家垄断资本主义的产生和发展，从根本上说是（ ）,A、国内市场竞争的结果 B、国际竞争激烈化的结果 C、垄断统治加强的结果 D、生产社会化和资本主义私人占有制之间矛盾发展的结果 ,正确答案： D
734,绝对剩余价值生产主要是通过（ ）,A、个别企业提高劳动生产率实现的 B、社会劳动生产率的提高实现的 C、延长工作日实现的 D、缩短工人必要劳动时间实现 ,正确答案： C
735,我国经济体制改革是要使生产关系（ ）,A、超越生产力的发展要求 B、适应生产力的发展要求 C、滞后于生产力的发展要求 D、稳定不变 ,正确答案： B
736,给当代世界的和平与发展带来机遇和有利条件的是（ ）,A、世界政治一体化趋势的发展 B、地区集团化趋势的发展 C、世界政治一体化和经济多极化趋势的发展 D、世界多极化和经济全球化趋势的发展 ,正确答案： D
737,资本主义国家的选举的实质是（ ）,A、资产阶级和无产阶级分权 B、每个公民都能通过竞争参与政治活动，表达自己的愿望和要求 C、协调统治阶级内部利益关系和矛盾的重要措施 D、人民当家作 ,正确答案： C
738,社会主义实现由空想到科学发展的标志是（ ）,A、《共产党宣言》的发表 B、“共产主义者同盟”的建立 C、空想社会主义的破灭 D、无产阶级革命的胜利 ,正确答案： A
739,习近平指出“不能用今天的时代条件、发展条件、认识水平去衡量和要求前人，不能苛求前人干出只有后人才能干出的业绩来”，这表明了评价历史人物应持（）。,A、历史分析方法 B、阶级分析方法 C、基本矛盾分析方法 D、主要矛盾分析方法 ,正确答案： A
740,社会发展的决定力量是（ ）。,A、 物质资料的生产方式  B、 人口因素  C、 地理环境  D、 思想意识  ,正确答案： A
741,构成社会财富的物质内容的是（）,A、商品的使用价值 B、商品的价值 C、商品的交换价值 D、价值规律 ,正确答案： A
742,价值规律对社会生产的调节作用是（ ）,A、 通过政府的行政命令实现的  B、 通过国家运用法律手段实现的  C、 通过大家协商共同解决  D、 是通过竞争和市场价格的波动实现的  ,正确答案： D
743,资本主义生产过程本质上是（ ）,A、劳动过程和价值形成过程的统一 B、具体劳动和抽象劳动的统一 C、私人劳动和社会劳动的统一 D、劳动过程和价值增殖过程的统一 ,正确答案： D
744,已知：资本家购买生产资料用了8000元，工人工资2000元。工人一天工作6小时，必要劳动时间为2小时。 则剩余价值率（）。,A、3 B、2 C、1 D、4 ,正确答案： B
745,资本家不断扩大生产规模、改进生产技术、提高劳动生产率，内在动力是（ ）,A、人格追求 B、追求剩余价值 C、发展社会生产 D、崇高人生理想和追求 ,正确答案： B
746,社会资本再生产的周期一般包括四个阶段，其中基本阶段或决定阶段是( ),A、危机阶段 B、萧条阶段 C、复苏阶段 D、高涨阶段 ,正确答案： A
747,资本主义国家在本质上，是（ ）的工具,A、资产阶级进行阶级统治 B、资产阶级进行经济建设 C、无产阶级进行阶级统治 D、人类管理社会 ,正确答案： A
748,美国的政治制度（ ）,A、君主立宪制 B、独裁制 C、议会制 D、总统制 ,正确答案： D
749,英国的政治制度是( )。,A、独裁制 B、总统制 C、君主立宪制 D、委员会制 ,正确答案： C
750,资本主义政治制度在社会历史发展进程中曾起过重要的进步作用，并不表现在( )。,A、促进了社会进步 B、让人民群众享有了比在封建专制主义条件下更多的社会政治自由 C、实现人人之间平等 D、推动了社会生产力的大幅度发展 ,正确答案： C
751,资本主义国家法律制度的核心是（ ）,A、民法 B、宪法 C、经济法 D、婚姻法 ,正确答案： B
752,列宁说：“以前所有一切宪法，以至最民主的共和宪法的精神和基本内容都归结在所有制这一点上。”这是指（）,A、私有制原则 B、主权在民原则 C、分权与制衡原则 D、人权原则 ,正确答案： A
753,资本主义政治制度是在什么基础上建立的（ ）,A、资本主义经济基础 B、资本主义文化基础 C、资本主义政治基础 D、资本主义社会基础 ,正确答案： A
754,资本主义的三权分立是指哪三权（ ）,A、立法权、民权、行政权 B、行政权、司法权、民权 C、民权、司法权、立法权 D、立法权、行政权、司法权 ,正确答案： D
755,下列关于资本主义政党的正确说法是( )。,A、代表国家和民族利益 B、代表某个阶级、阶层或集团利益 C、为了实现经济利益目的而成立的 D、分执政党和参政党 ,正确答案： B
756,资本主义意识形态，反映了哪个阶级的利益和要求（ ）,A、无产阶级 B、资产阶级 C、全体公民 D、精英阶级 ,正确答案： B
757,形成商品价值量的劳动( ),A、是以复杂劳动为尺度的 B、是以脑力劳动为尺度的 C、是以简单劳动为尺度的 D、是以体力劳动为尺度的 ,正确答案： C
758,“理解政治经济学的枢纽”是指（ ）,A、价值规律理论 B、剩余价值理论 C、劳动二重性理论 D、资本积累理论 ,正确答案： C
759,实行两党制的国家是（ ）,A、日本 B、意大利 C、法国 D、美国 ,正确答案： D
760,资本主义的民主制度本质上是为（ ）,A、农民阶级服务的 B、全体人民服务的 C、无产阶级服务的 D、资产阶级服务的 ,正确答案： D
761,面对不同国家在生产方式、发展水平、文化背景等方面的差异，要以共同构建（）的理念引领经济全球化。,A、单极世界 B、多极化世界 C、人类命运共同体 D、绿色经济 ,正确答案： C
762,中国是经济全球化的（ ）,A、受害者 B、仅仅是受益者 C、既是受害者也是受益者 D、是受益者，更是贡献者 ,正确答案： D
763,战后资本主义国家劳资关系和分配关系已发生重大变化，表明，资本主义生产目的，（）,A、提高工人生活水平 B、实现共同富裕 C、仍是追求剩余价值 D、满足人民需要 ,正确答案： C
764,第二次世界大战后，资本主义生产资料所有制，形成并发挥重要作用的是（ ）,A、私人资本所有制 B、私人股份资本所有制 C、国家资本所有制 D、国家公有制 ,正确答案： C
765,当代资本主义发生新变化的根本推动力量，是（ ）,A、科学技术的进步 B、工人阶级的斗争 C、社会主义国家的建立 D、改良主义的影响 ,正确答案： A
766,二战后，资本主义政治经济发生了新变化，但并不表明（）也发生根本变化,A、资本主义生产关系 B、工人阶级的地位 C、分配关系 D、经济危机的解决 ,正确答案： A
767,2008年国际金融危机是由（ ）引发的。,A、泰国货币贬值 B、中东石油危机 C、美国次贷危机 D、日本经济泡沫 ,正确答案： C
768,资本主义由自由竞争阶段进入垄断阶段，最根本的标志在于（ ）,A、垄断代替自由竞争在经济生活中占统治地位 B、资本输出代替商品输出在经济生活中占统治地位 C、银行资本代替工业资本在经济生活中占统治地位 D、国家垄断代替私人垄断在经济生活中占统治地位 ,正确答案： A
769,资本主义越发展，科学技术以至社会生产力越发展，资本主义基本矛盾（ ）,A、最终消失 B、逐步减小 C、维持在一定范围内 D、越来越尖锐 ,正确答案： D
770,社会再生产规律属于（ ）,A、资本主义经济特殊规律 B、小农经济特殊规律 C、商品经济和社会化生产的一般规律 D、社会主义经济特殊规律 ,正确答案： C
771,金融寡头在经济上的统治主要是通过 （ ）实现的。,A、参与制 B、个人联合 C、建立政策研究咨询机构对政府施加影响 D、掌握舆论工具控制新闻媒介 ,正确答案： A
772,金融寡头在政治上的统治主要是通过 （ ）实现的,A、参与制 B、个人联合 C、建立政策研究咨询机构对政府施加影响 D、掌握舆论工具控制新闻媒介 ,正确答案： B
773,金融寡头实现经济上统治的“参与制”是指金融寡头（ ）,A、直接参与工业企业的生产经营和管理 B、直接参与银行的经营和管理 C、通过购买一定数量的股票层层控制许多大企业和大银行的经济统治方式 D、通过购买所属公司全部股票直接掌握许多大企业和大银行的经济统治方式 ,正确答案： C
774,垄断利润是 （ ）,A、资本家获得的超额利润 B、垄断组织获得的平均利润 C、垄断组织获得的一般利润 D、垄断组织获得的超过平均利润的高额利润 ,正确答案： D
775,垄断资本的实质是 （ ）,A、提高劳动生产率 B、获取垄断利润 C、获取平均利润 D、提高工人收入 ,正确答案： B
776,实事求是中的“是”是指（ ）,A、规律 B、认识 C、反映 D、价值 ,正确答案： A
777,贝克莱认为“真理存在于观念之中”属于（ ）,A、虚无主义真理观 B、主观唯心主义真理观 C、客观唯心主义真理观 D、相对主义真理观 ,正确答案： B
778,黑格尔说“真理是‘绝对理念’的自我显示”属于（ ）,A、虚无主义真理观 B、主观唯心主义真理观 C、客观唯心主义真理观 D、相对主义真理观 ,正确答案： C
779,学生在实验室做实验属于（ ）,A、物质生产实践 B、政治实践 C、科学文化实践 D、道德实践 ,正确答案： C
780,实践标准的确定性即（ ）,A、绝对性 B、相对性 C、主观性 D、条件性 ,正确答案： A
781,在辩证唯物主义认识论中，能动的反映具有（ ）,A、直观性 B、间接性 C、创造性 D、单一性 ,正确答案： C
782,下列哪一项属于实践主体能力中的非知识性因素,A、掌握万有引力规律 B、爱与恨 C、理性思维 D、抽象思考 ,正确答案： B
783,认识的第二次飞跃是（ ）,A、实践到认识 B、认识到实践 C、主观到客观 D、客观到主观 ,正确答案： B
784,问渠哪得清如许，为有源头活水来，表明（）,A、实践是认识的动力 B、实践是认识的来源 C、实践是认识的目的 D、实践是认识的方向 ,正确答案： B
785,马克思主义认识论的根本要求是（ ）,A、遵守真理 B、创造性 C、一切从实际出发 D、尊重思维规律 ,正确答案： C
786,理性认识，具有（ ）特点,A、抽象性、间接性 B、具体性、直接性 C、抽象性 D、间接性 ,正确答案： A
787,从认识到实践的飞跃，其必要性和重要性，在于（ ）。,A、认识世界是目的 B、感性认识有待于上升到理性认识 C、理性认识依赖于感性认识 D、认识的真理性只有在实践中才能得到检验和发展 ,正确答案： D
788,社会上一旦有技术上需要，这种需要就会比十所大学更能把科学推向前进，表明（ ）,A、实践是认识的动力 B、实践是认识的来源 C、实践是认识的目的 D、实践是检验认识真理性的唯一标准 ,正确答案： A
789,感性认识向理性认识过渡的二个必要条件之一是（ ）,A、人脑的存在 B、主体的存在 C、首先要获得丰富的感性材料 D、客体的存在 ,正确答案： C
790,在人的认识活动中，主体的认识除了具有摹写、反映的特性外，还具有（ ）特性。,A、认识 B、创造 C、主观随意 D、客观 ,正确答案： B
791,（ ）是检验认识真理性的唯一标准。,A、客观 B、效果 C、有用性 D、实践 ,正确答案： D
792,认识的来源是（ ）,A、大脑 B、人脑 C、感觉 D、实践 ,正确答案： D
793,认识的基础是（ ）,A、大脑 B、精神 C、意识 D、实践 ,正确答案： D
794,实践是人类能动改造客观世界的（ ）活动。,A、认识 B、主体性 C、物质性 D、多维度 ,正确答案： C
795,休谟认为“真理是观念与主体感觉相符合”属于（ ）,A、虚无主义真理观 B、主观唯心主义真理观 C、客观唯心主义真理观 D、相对主义真理观 ,正确答案： B
796,生产力中最活跃的因素（ ）,A、 科学技术  B、 劳动对象  C、 劳动者  D、 生产工具  ,正确答案： C
797,科学技术是生产力中的（ ）,A、 基本要素  B、 最活跃要素  C、 重要要素  D、 管理要素  ,正确答案： C
798,（ ）是先进生产力的集中体现和主要标志，是第一生产力。,A、 科学技术  B、 劳动资料  C、 劳动对象  D、 劳动者  ,正确答案： A
799,人类生活的社会关系当中最基本的关系是（ ）,A、 政治关系  B、 家庭关系  C、 宗教关系  D、 生产关系  ,正确答案： D
800,生产力揭示的是（ ）,A、 人与自然之间的关系  B、 人与物质世界、精神世界之间的关系  C、 人们在物质资料生产过程中结成的经济关系  D、 物质与意识之间的关系  ,正确答案： A
801,马克思主义把（ ）作为“社会进步的最高标准”,A、 生产关系  B、 生产力  C、 道德状况  D、 人民群众生活水平  ,正确答案： B
802,生产关系是指（ ）,A、 人与自然界之间的关系  B、 人与人之间的压迫与被压迫关系  C、 人与人之间的合作互助关系  D、 人们在物质资料生产过程中结成的经济关系  ,正确答案： D
803,判断时代变革的客观依据，是（ ）,A、 生产力和生产关系矛盾运动  B、 经济基础与上层建筑的矛盾运动  C、 阶级斗争的客观要求  D、 当时人们对革命或改革的自主选择性  ,正确答案： A
804,经济基础是生产关系的总和，这个总和是指（ ）,A、 一定历史阶段上科学技术的总和  B、 一定历史阶段上生产力和生产关系的总和  C、 一定历史阶段上经济管理的总和  D、 一定历史阶段上占统治地位的生产关系各方面的总和  ,正确答案： D
805,经济基础是（ ）,A、 一定社会占统治地位的生产关系各方面的总和  B、 一切经济关系的总和  C、 所有生产关系各方面的总和  D、 一切社会关系的总和  ,正确答案： A
806,经济基础与上层建筑的辩证关系是（ ）,A、 经济基础决定上层建筑  B、 上层建筑决定经济基础  C、 经济基础决定上层建筑，上层建筑反作用于经济基础  D、 上层建筑反作用于经济基础  ,正确答案： C
807,上层建筑的核心是（ ）,A、 艺术  B、 道德观念  C、 宗教信仰  D、 国家政权  ,正确答案： D
808,“在共同生活和共同劳动中，需要有一个为公共利益服务的机构，这就是国家。国家的目的是利用社会力量去谋求社会的福利。”这段话（ ）,A、 指明了国家对内职能和对外职能的界限  B、 确认了国家是具有强制力的机构  C、 承认了国家是个历史范畴  D、 抹煞了国家的阶级本质  ,正确答案： D
809,马克思主义认为，国家的起源是（ ）,A、 暴力的产物  B、 人们相互订立契约而形成的  C、 阶级矛盾不可调和的产物  D、 阶级矛盾调和的产物  ,正确答案： C
810,国家所代表的利益是（ ）,A、 剥削阶级的利益  B、 统治阶级的利益  C、 全体社会成员的利益  D、 基本阶级的利益  ,正确答案： B
811,国家最基本的职能（ ）,A、 政治统治  B、 社会管理  C、 社会舆论控制  D、 经济建设  ,正确答案： A
